id_tienda,sucursal,store_name,marca,producto,precio,contenido,busqueda,latitud,longitud,address
359,Mundo E,Chedraui,Marina Azul,atún aleta amarilla en agua,21.5,lata 130 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
359,Mundo E,Chedraui,El Dorado,atún con 30% de soya en agua,11.9,lata 140 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
359,Mundo E,Chedraui,Ancla,atún aleta amarilla en agua,11.5,lata 140 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
359,Mundo E,Chedraui,Tuny,atún premium en aceite con agua,24.9,lata 140 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
359,Mundo E,Chedraui,El Dorado,atún con 30% de soya en agua con aceite,11.9,lata 130 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
359,Mundo E,Chedraui,Ancla,atún aleta amarilla en aceite,11.5,lata 140 g,atún+en+lata,19.524544,-99.229786,Boulevard Manuel Ávila Camacho 1007
4415,La Comer Las Torres Satélite,La Comer,Dolores,lomo de atún en agua,35.0,lata 140 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Dolores,atún en hojuelas en agua,21.0,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Tuny,atún en agua clásico,19.5,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Mazatun,atún en agua,17.5,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Mazatún,atún en hojuelas en agua con aceite,15.5,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Herdez,atún en agua,18.8,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Dolores,atún en hojuelas en agua con aceite,21.0,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,El Dorado,atún en agua,11.9,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Herdez,atún en aceite,18.8,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Tuny,atún en hojuelas agua y aceite clásico,19.5,lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Tuny,atún aleta amarilla en aceite,18.95,lata 140 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Tuny,atún premium en aceite con agua,27.5,lata 140 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,Calmex,atún en aceite,17.9,lata 140 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
4415,La Comer Las Torres Satélite,La Comer,McCormick,aderezo de mayonesa light mas atún en agua,60.5,510 g + lata 130 g,atún+en+lata,19.498084,-99.237737,"BLVD MANUEL AVILA CAMACHO 3228, BOULEVARES, 53100 NAUCALPAN DE JUAREZ, NAUCALPAN, ESTADO DE MEXICO"
10352,Arboledas,Soriana,Dolores,lomo de atún en agua,36.9,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Mazatun,atún en agua,19.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Mazatún,atún en hojuelas en agua con aceite,19.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Dolores,atún en hojuelas en agua,21.5,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Herdez,atún en agua,22.9,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Dolores,atún en hojuelas en aceite,22.5,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Herdez,atún en aceite,23.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Tuny,atún aleta amarilla en aceite,21.9,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Tuny,atún premium en aceite con agua,28.5,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
10352,Arboledas,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.547602,-99.208027,Av. Gustav.O Baz 4001
3105,Chedraui Tenayuca,Chedraui,Dolores,lomo de atún en agua,34.0,lata 140 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Dolores,atún en hojuelas en agua,18.5,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Tuny,atún en agua clásico,19.5,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Herdez,atún en agua,16.4,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Dolores,atún en hojuelas en agua con aceite,18.5,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Herdez,atún en aceite,16.4,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Tuny,atún aleta amarilla en aceite,19.5,lata 140 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Chedraui,atún aleta amarilla en aceite,11.9,lata 140 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Marina Azul,atún aleta amarilla en agua,19.0,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,El Dorado,atún con 30% de soya en agua,12.0,lata 140 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,Tuny,atún premium en aceite con agua,25.0,lata 140 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
3105,Chedraui Tenayuca,Chedraui,El Dorado,atún con 30% de soya en agua con aceite,12.0,lata 130 g,atún+en+lata,19.52893,-99.157395,"Ventisca 100, Solidaridad Nacional, 07268, Gustavo A. Madero"
9995,Lomas Verdes,Soriana,Dolores,lomo de atún en agua,36.9,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Dolores,atún en hojuelas en agua,21.5,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Herdez,atún en agua,22.9,lata 130 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Dolores,atún en hojuelas en aceite,22.5,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Herdez,atún en aceite,23.5,lata 130 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Tuny,atún aleta amarilla en aceite,21.9,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Tuny,atún premium en aceite con agua,28.5,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9995,Lomas Verdes,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.49579,-99.247137,Colina De La Paz 25
9991,La Villa,Soriana,Dolores,lomo de atún en agua,36.9,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Dolores,atún en hojuelas en agua,21.5,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Herdez,atún en agua,22.9,lata 130 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Dolores,atún en hojuelas en aceite,21.9,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Herdez,atún en aceite,23.5,lata 130 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Tuny,atún aleta amarilla en aceite,21.9,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Tuny,atún premium en aceite con agua,28.5,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
9991,La Villa,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.465417,-99.125438,"Calz de Guadalupe 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX"
10351,San Mateo,Soriana,Dolores,lomo de atún en agua,36.9,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Mazatun,atún en agua,19.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Mazatún,atún en hojuelas en agua con aceite,19.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Dolores,atún en hojuelas en agua,21.5,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Herdez,atún en agua,22.9,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Dolores,atún en hojuelas en aceite,22.5,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Herdez,atún en aceite,23.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Tuny,atún aleta amarilla en aceite,21.9,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Tuny,atún premium en aceite con agua,28.9,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
10351,San Mateo,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.4824752,-99.2496149,Adolfo Lopez Mateos 201
4416,La Comer Lago Alberto,La Comer,Dolores,lomo de atún en agua,35.0,lata 140 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Dolores,atún en hojuelas en agua,21.0,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Tuny,atún en agua clásico,19.5,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Mazatun,atún en agua,17.5,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Mazatún,atún en hojuelas en agua con aceite,16.4,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Herdez,atún en agua,19.0,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Dolores,atún en hojuelas en agua con aceite,21.0,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,El Dorado,atún en agua,11.9,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Herdez,atún en aceite,19.0,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Tuny,atún en hojuelas agua y aceite clásico,19.5,lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Tuny,atún aleta amarilla en aceite,19.5,lata 140 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Tuny,atún premium en aceite con agua,27.5,lata 140 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,Calmex,atún en aceite,17.9,lata 140 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
4416,La Comer Lago Alberto,La Comer,McCormick,aderezo de mayonesa light mas atún en agua,60.5,510 g + lata 130 g,atún+en+lata,19.438297,-99.179747,"XOCHIMILCO 343, ANAHUAC, 11320 MIGUEL HIDALGO, MEXICO, DISTRITO FEDERAL"
10365,Parque Delta,Soriana,Dolores,lomo de atún en agua,36.9,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Dolores,atún en hojuelas en agua,21.5,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Herdez,atún en agua,22.9,lata 130 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Dolores,atún en hojuelas en aceite,21.9,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Herdez,atún en aceite,23.5,lata 130 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Tuny,atún aleta amarilla en aceite,21.9,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Tuny,atún premium en aceite con agua,28.5,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10365,Parque Delta,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.402432,-99.1543,Av. Cuauhtemoc 462
10008,Pilares,Soriana,Tuny,atún en hojuela agua clásico,21.5,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Mazatun,atún en agua,19.0,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Mazatún,atún en hojuelas en agua con aceite,19.0,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Dolores,atún en hojuelas en agua,22.5,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Herdez,atún en agua,19.0,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Dolores,atún en hojuelas en aceite,22.5,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Herdez,atún en aceite,19.0,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Tuny,atún aleta amarilla en aceite,21.5,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Marina Azul,atún aleta amarilla en agua,24.7,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10008,Pilares,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.376003,-99.163252,"Pilares 541, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX"
10949,Asturias,Soriana,Dolores,lomo de atún en agua,36.5,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Tuny,atún en hojuela agua clásico,21.9,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Herdez,atún en agua,23.5,lata 130 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Dolores,atún en hojuelas en aceite,21.9,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Herdez,atún en aceite,22.5,lata 130 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Valley Foods,atún en agua,16.9,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Tuny,atún aleta amarilla en aceite,22.5,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Marina Azul,atún aleta amarilla en agua,24.5,lata 130 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,El Dorado,atún en agua,13.5,lata 130 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Tuny,atún premium en aceite con agua,29.4,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,El Dorado,atún con 30% de soya en agua con aceite,13.5,lata 130 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Valley Foods,atún aleta amarilla en aceite,16.9,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
10949,Asturias,Soriana,Fresh Label,atún en agua,11.0,lata 140 g,atún+en+lata,19.408254,-99.132567,Calz. Chabacano 43
